,precision,recall,f1score,auc,stat_par,eq_odds,zero_one_loss,disp_imp,ao,tpr_diff,fpr_diff,acc,hmean,model,fairness_method
0,0.8265772783658113,0.8335488041370395,0.8288088384972802,0.7438390932480357,0.19248900528734497,0.10374249076504025,0.1416448419561529,0.2746536570832713,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8335488041370395,0.718203749490181,logreg,No method
1,0.8359318059397987,0.8432449903038138,0.8370988182343392,0.7530179542873084,0.18028570031145635,0.07789586386051124,0.14027787472701858,0.2887592542637053,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8432449903038138,0.7383309513675573,logreg,No method
2,0.8315666475922171,0.8390433096315449,0.8326118601719571,0.7500023853823768,0.21014042418152007,0.08949297829157093,0.13222615962341988,0.2126384106616463,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8390433096315449,0.6709890156018451,logreg,No method
3,0.8268823823753122,0.8345184227537169,0.8282608499147801,0.7462958457429703,0.16904732072004341,0.09545028142589118,0.10200931758380705,0.3396688147483482,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8345184227537169,0.7547271962054747,logreg,No method
4,0.8342706701212527,0.8403361344537815,0.8360163963835822,0.7601412558282431,0.1919962922349557,0.10328947368421049,0.10422833334527848,0.2943294171364347,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8403361344537815,0.7300547665310472,logreg,No method
5,0.8248166102081602,0.832579185520362,0.8268314638965011,0.7412561678395205,0.18731485628037353,0.1022630763850727,0.10253603357051633,0.28017082031996937,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.832579185520362,0.7149591168922245,logreg,No method
6,0.8090575803281687,0.8190045248868778,0.8113345068029991,0.7183911504987555,0.1855606869678164,0.09140648874997576,0.13444701015057492,0.2749189341604399,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8190045248868778,0.7097906113411452,logreg,No method
7,0.8337767173664801,0.8416289592760181,0.835099777726354,0.7468408718163339,0.1715584952459694,0.06668794961943078,0.10894146827809259,0.3007235603132124,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8416289592760181,0.7390276698360054,logreg,No method
8,0.8254955319622745,0.8335488041370395,0.8260653057214561,0.7421132238547969,0.17629808802062502,0.0884288456265423,0.10337563030947339,0.3107116980844276,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8335488041370395,0.7380994241093608,logreg,No method
9,0.8228916316210572,0.8316095669036846,0.8252131349446524,0.7312738452529097,0.18867695397792794,0.09085995971241873,0.1379592340272553,0.24133895267160782,0.16467161373341516,0.1347144194756555,0.09731440399558741,0.8316095669036846,0.693794140348417,logreg,No method
